,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
81746,806225002,806225,All That Jazz Push Up Bra,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined bikini top with padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps that can be detached at the back, and a metal fastener at the back."
81747,806225008,806225,All That Jazz Push Up Bra,298,Bikini top,Swimwear,1010016,Solid,42,Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined bikini top with padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps that can be detached at the back, and a metal fastener at the back."
81772,806261001,806261,Magnolia,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,Short dress in woven fabric with a smocked turtle neck and smocked yoke. Long balloon sleeves with narrow elastication at the cuffs.
81773,806261002,806261,Magnolia,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,19,Green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,Short dress in woven fabric with a smocked turtle neck and smocked yoke. Long balloon sleeves with narrow elastication at the cuffs.
81774,806261006,806261,Magnolia,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,Short dress in woven fabric with a smocked turtle neck and smocked yoke. Long balloon sleeves with narrow elastication at the cuffs.
81896,806605001,806605,40 den 2p Tights Conscious,304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Tights with an elasticated waist. 40 denier.
82031,807174001,807174,Lupin padded softbra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, and a metal fastening at the front."
82109,807283001,807283,Norwich,272,Trousers,Garment Lower body,1010010,Melange,13,Beige,2,Medium Dusty,11,Beige,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Trousers in ribbed jersey made from a cotton blend. High waist with covered elastication, and wide, flared legs."
82118,807329001,807329,Scorpio,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Dress in matt satin with a tie belt and deep V-neck with a concealed hook-and-eye fastener. Sewn-in wrapover front, seam at the waist and flared skirt with a wide flounce. Unlined."
82353,808276001,808276,Ricky,252,Sweater,Garment Upper body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Turtleneck jumper in a soft, textured knit with dropped shoulders, long dolman sleeves and a straight hem."
82427,808628002,808628,Frida Espadrille,91,Sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Espadrilles in imitation leather with a braided jute trim around the soles, a wide strap over the foot and an adjustable ankle strap with a metal buckle. Satin linings and canvas insoles. Platform 3 cm."
82447,808663001,808663,Elsa PQ espadrille,144,Flat shoe,Shoes,1010016,Solid,33,Dark Orange,7,Medium,3,Orange,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Espadrilles in suede with a small platform, braided jute trim around the soles and a loop at the back. Twill linings and insoles. Platform 2.5 cm."
82449,808666002,808666,Bowa PQ espadrille,91,Sandals,Shoes,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Suede mules with a large bow at the front and braided jute trim around the soles. Satin linings and leather insoles. Small platform 3 cm.
82469,808698004,808698,Ninia espadrille,95,Wedge,Shoes,1010016,Solid,10,White,3,Light,9,White,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Wedge-heeled sandals with a braided jute trim around the soles, an adjustable ankle strap with a metal buckle and imitation leather insoles. Platform front 2.5 cm. Heel 9 cm."
82624,809230001,809230,FF Carnation check,272,Trousers,Garment Lower body,1010004,Check,12,Light Beige,1,Dusty Light,11,Beige,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Suit trousers in woven fabric with a high, elasticated waist, side pockets and straight legs with sewn-in creases. The polyester content of the trousers is recycled."
82695,809549001,809549,Lumiere Bralette Soft,306,Bra,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bralette in lace with mesh-lined, triangular cups that give the bust a natural shape and light support. Narrow, adjustable shoulder straps, two rows of elastic and a lace trim at the hem, and a hook-and-eye fastening at the back."
82782,809901002,809901,Earl tux dress,265,Dress,Garment Full body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in a crêpe weave with narrow notch lapels and a wrapover front with ties inside. Long sleeves with decorative, covered buttons at the cuffs and a detachable fabric belt at the waist with a covered metal buckle. Lined."
82784,809913001,809913,Posh Swimsuit,57,Swimsuit,Swimwear,1010026,Other structure,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, ribbed swimsuit with a fixed belt to accentuate the waist. Square neckline at the front and a deeper square neckline at the back. Padded cups with removable inserts that shape the bust and provide good support."
83069,811184001,811184,PC Tina Turner,272,Trousers,Garment Lower body,1010022,Jacquard,93,Dark Green,4,Dark,19,Green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Jacquard-weave playsuit with a wrapover front, a deep V-neck with pleats at the front, and an elasticated waist with ties at one side. Opening at the back with a covered button at the back of the neck and long puff sleeves with a covered button at the cuffs."
83071,811198001,811198,Peg fineknit,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy jumper in a soft fine knit made partly from recycled polyester. Ribbed turtle neck, long dolman sleeves and ribbing at the cuffs and hem."
83072,811198002,811198,Peg fineknit,252,Sweater,Garment Upper body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy jumper in a soft fine knit made partly from recycled polyester. Ribbed turtle neck, long dolman sleeves and ribbing at the cuffs and hem."
83091,811235001,811235,Winnie top,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Jumper in a soft rib knit with a turtle neck and long sleeves with slits at the cuffs.
83092,811235002,811235,Winnie top,252,Sweater,Garment Upper body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Jumper in a soft rib knit with a turtle neck and long sleeves with slits at the cuffs.
83093,811235004,811235,Winnie top,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Jumper in a soft rib knit with a turtle neck and long sleeves with slits at the cuffs.
83321,811777001,811777,Greece Shape Swimsuit,298,Bikini top,Swimwear,1010017,Stripe,72,Blue,1,Dusty Light,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with a sculpting effect that holds in and shapes the tummy and bum. Cups with removable inserts, wide, adjustable shoulder straps and decorative gathers in the sides."
83322,811777002,811777,Greece Shape Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with a sculpting effect that holds in and shapes the tummy and bum. Cups with removable inserts, wide, adjustable shoulder straps and decorative gathers in the sides."
83324,811777007,811777,Greece Shape Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with a sculpting effect that holds in and shapes the tummy and bum. Cups with removable inserts, wide, adjustable shoulder straps and decorative gathers in the sides."
83325,811783001,811783,Timeless Rem Pads Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, V-neck swimsuit with a low-cut back, narrow, adjustable shoulder straps and cups with removable inserts that shape the bust and provide good support."
83326,811783002,811783,Timeless Rem Pads Swimsuit,57,Swimsuit,Swimwear,1010017,Stripe,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, V-neck swimsuit with a low-cut back, narrow, adjustable shoulder straps and cups with removable inserts that shape the bust and provide good support."
83361,811887001,811887,Timeless Thong,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a mid waist and a half-string back.
83365,811899003,811899,X-tina swimsuit,57,Swimsuit,Swimwear,1010026,Other structure,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined swimsuit with a low-cut back and high-cut legs. Cups with removable inserts that shape the bust and provide good support.
83375,811907006,811907,Sporty spice top,298,Bikini top,Swimwear,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini top with removable inserts that shape the bust and provide good support. Narrow, adjustable shoulder straps and covered elastication at the hem. No fasteners."
83392,811925001,811925,Knot Bitter Top,298,Bikini top,Swimwear,1010016,Solid,10,White,3,Light,-1,Unknown,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with wide shoulder straps and padded cups with removable inserts that shape the bust and provide good support. Knot detail at the front and a metal fastener at the back."
83393,811925002,811925,Knot Bitter Top,298,Bikini top,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with wide shoulder straps and padded cups with removable inserts that shape the bust and provide good support. Knot detail at the front and a metal fastener at the back."
83395,811925005,811925,Knot Bitter Top,298,Bikini top,Swimwear,1010001,All over pattern,11,Off White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with wide shoulder straps and padded cups with removable inserts that shape the bust and provide good support. Knot detail at the front and a metal fastener at the back."
83396,811925009,811925,Knot Bitter Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with wide shoulder straps and padded cups with removable inserts that shape the bust and provide good support. Knot detail at the front and a metal fastener at the back."
83400,811927004,811927,Knot Bitter Det Brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,11,Off White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a mid waist, knot detail at the sides and cutaway coverage at the back."
83401,811927007,811927,Knot Bitter Det Brief,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a mid waist, knot detail at the sides and cutaway coverage at the back."
83460,812080001,812080,Parrot jacquard trouser,272,Trousers,Garment Lower body,1010022,Jacquard,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Ankle-length suit trousers in a jacquard weave with a slight sheen. High waist, zip fly and hook-and-eye fasteners. Side pockets, fake welt back pockets and straight, slightly wider legs with creases."
83469,812167002,812167,Macy,252,Sweater,Garment Upper body,1010010,Melange,43,Dark Red,4,Dark,18,Red,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Oversized jumper in a soft knit containing some wool with a ribbed polo neck, low dropped shoulders, long sleeves, and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
83471,812167004,812167,Macy,252,Sweater,Garment Upper body,1010010,Melange,13,Beige,2,Medium Dusty,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Oversized jumper in a soft knit containing some wool with a ribbed polo neck, low dropped shoulders, long sleeves, and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
83521,812364001,812364,X-tina Brazilian,59,Swimwear bottom,Swimwear,1010026,Other structure,11,Off White,1,Dusty Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms in fluted, crinkled fabric with a low waist and high cut at the back."
83523,812364010,812364,X-tina Brazilian,59,Swimwear bottom,Swimwear,1010026,Other structure,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms in fluted, crinkled fabric with a low waist and high cut at the back."
83558,812464001,812464,B Leila Sarong,300,Sarong,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Sarong in an airy weave. Size 130x150 cm.
83563,812484002,812484,Orion NW tapered denim,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"5-pocket jeans in washed cotton denim with a high waist, zip fly and button and straight legs."
83574,812525001,812525,V-neck strap top 2-pack(1),253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted tops in soft organic cotton jersey with a V-neck and narrow shoulder straps.
83608,812668001,812668,B Lola Beach Dress,300,Sarong,Swimwear,1010016,Solid,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Short, flared beach dress in an airy cotton weave with a deep V-neck, 3/4-length sleeves with hole embroidery and trumpet cuffs and gathered, hole-embroidered seams creating tiers for width and movement. Unlined."
83894,813898002,813898,Jaguar,265,Dress,Garment Full body,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in patterned satin. V-neck at the front with gathered elastication for a draped effect, long sleeves and a smocked seam at the waist. Unlined."
84161,814762001,814762,Marcella,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"V-neck top in airy, crinkled chiffon with lace sections and narrow, adjustable shoulder straps."
84162,814762002,814762,Marcella,253,Vest top,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"V-neck top in airy, crinkled chiffon with lace sections and narrow, adjustable shoulder straps."
84170,814766001,814766,Lauren,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"V-neck top in cool satin with lace at the top, spaghetti shoulder straps and a lace racer back with covered buttons."
84482,815808001,815808,Beach straight dressed trs,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Tailored trousers in woven fabric with a high waist, zip fly and concealed hook-and-eye fastening. Side pockets, jetted back pockets and straight, wide legs with creases."
84491,815851001,815851,James Biker,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,Biker jacket in imitation leather with a diagonal zip down the front and notch lapels with decorative metal studs. Zipped front pockets and a zip at the cuffs. Lined. The jacket is PETA Approved Vegan-certified and meets PETA’s requirements for vegan products. This certification guarantees that the product is entirely free from materials and substances of animal origin.
84528,816166005,816166,Sorrel,265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, straight-cut dress in woven fabric with a small stand-up collar and V-neck opening at the top. Dropped shoulders, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back. Unlined."
84638,816563001,816563,Drizzle,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in a softly draping weave. High waist with elastication at the back, pleats at the front, diagonal side pockets and wide, straight legs."
84639,816563002,816563,Drizzle,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in a softly draping weave. High waist with elastication at the back, pleats at the front, diagonal side pockets and wide, straight legs."
84641,816563004,816563,Drizzle,272,Trousers,Garment Lower body,1010017,Stripe,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in a softly draping weave. High waist with elastication at the back, pleats at the front, diagonal side pockets and wide, straight legs."
84763,816832001,816832,carly v-neck(1),252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Jumper in a soft, fine, airy knit with a V-neck and long raglan sleeves. Ribbing around the neckline, cuffs and hem, and short slits in the sides. Slightly longer at the back."
84816,816938004,816938,Lindy linen shirt,259,Shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Shirt in a linen and cotton weave with a collar, buttons down the front and yoke with a pleat at the back. Long sleeves with buttoned cuffs, and a rounded hem."
84821,816953002,816953,Alex alex,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"V-neck blouse in an airy viscose weave with pleats at the top of the shoulders, short sleeves and a box pleat at the back of the neck."
84867,817110001,817110,Peacock,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Short-sleeved wrapover blouse in linen with a deep V-neck and buttons at the front, adjustable safety buttons at one side and ties at the other. Seam at the waist and a peplum."
84868,817110002,817110,Peacock,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Short-sleeved wrapover blouse in linen with a deep V-neck and buttons at the front, adjustable safety buttons at one side and ties at the other. Seam at the waist and a peplum."
84950,817353002,817353,Nirvana,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in woven fabric with a V-neck, buttons down the front, short puff sleeves with smocked trims and a seam at the waist. Unlined."
84954,817353008,817353,Nirvana,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in woven fabric with a V-neck, buttons down the front, short puff sleeves with smocked trims and a seam at the waist. Unlined."
84955,817353009,817353,Nirvana,265,Dress,Garment Full body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in woven fabric with a V-neck, buttons down the front, short puff sleeves with smocked trims and a seam at the waist. Unlined."
84956,817354001,817354,Biarritz,264,Blazer,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,11,Beige,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Straight-cut, slightly longer jacket in lightweight twill made from a viscose blend. Narrow notch lapels, buttons at the front and flap front pockets. Lined in taffeta made from recycled polyester."
84957,817358001,817358,Montmartre,264,Blazer,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Longer, straight-cut, double-breasted jacket in woven fabric with a soft, brushed finish. Notch lapels, welt front pockets, gently dropped shoulders, long sleeves and slits in the sides. Lining in woven fabric made from recycled polyester."
84958,817361002,817361,Sun,265,Dress,Garment Full body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in an airy Tencel™ lyocell and viscose weave with a small stand-up collar and V-neck. Dropped shoulders, long sleeves with a slit and covered buttons at the cuffs, and a curved hem. Longer at the back. Unlined."
84959,817361006,817361,Sun,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in an airy Tencel™ lyocell and viscose weave with a small stand-up collar and V-neck. Dropped shoulders, long sleeves with a slit and covered buttons at the cuffs, and a curved hem. Longer at the back. Unlined."
84960,817361007,817361,Sun,265,Dress,Garment Full body,1010016,Solid,53,Dark Pink,5,Bright,4,Pink,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in an airy Tencel™ lyocell and viscose weave with a small stand-up collar and V-neck. Dropped shoulders, long sleeves with a slit and covered buttons at the cuffs, and a curved hem. Longer at the back. Unlined."
84974,817401001,817401,Gigi HW,274,Shorts,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric. High waist with elastication at the back, pleats at the front and a detachable tie belt. Zip fly with concealed hook-and-eye fasteners, and side pockets."
84975,817401002,817401,Gigi HW,274,Shorts,Garment Lower body,1010001,All over pattern,92,Green,2,Medium Dusty,19,Green,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric. High waist with elastication at the back, pleats at the front and a detachable tie belt. Zip fly with concealed hook-and-eye fasteners, and side pockets."
84976,817401003,817401,Gigi HW,274,Shorts,Garment Lower body,1010012,Mixed solid/pattern,10,White,3,Light,-1,Unknown,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric. High waist with elastication at the back, pleats at the front and a detachable tie belt. Zip fly with concealed hook-and-eye fasteners, and side pockets."
84989,817472001,817472,Kelso,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in a softly draping viscose weave. High waist with pleats at the front and wide, covered elastication at the back, and diagonal side pockets."
84990,817472002,817472,Kelso,274,Shorts,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in a softly draping viscose weave. High waist with pleats at the front and wide, covered elastication at the back, and diagonal side pockets."
84993,817472005,817472,Kelso,274,Shorts,Garment Lower body,1010012,Mixed solid/pattern,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in a softly draping viscose weave. High waist with pleats at the front and wide, covered elastication at the back, and diagonal side pockets."
85006,817491004,817491,Bowie,265,Dress,Garment Full body,1010001,All over pattern,14,Dark Beige,4,Dark,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, straight-cut dress in woven fabric with a grandad collar, button placket, gathers at the shoulders and a gathered yoke at the back. Long balloon sleeves with buttoned cuffs, and a rounded hem. Unlined."
85071,817864001,817864,Florence Jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Jumpsuit in twill made from a viscose blend with a collar, concealed buttons at the top and long sleeves with wide, buttoned cuffs. Yoke with a pleat at the back, flap chest pockets, and side pockets. Seam at the waist with a detachable tie belt, zip fly and tapered legs with wide, covered elastication at the hems. Unlined."
85073,817869001,817869,Simba Tencel,254,Top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Long-sleeved, polo-neck top in soft Tencel™ lyocell jersey."
85115,818031001,818031,Amalia,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted top in soft jersey made from a cotton blend with short, voluminous puff sleeves in a cotton weave. Square neckline front and back and elasticated edges over the shoulders and around the sleeves."
